loan_amount,loan_maturity_days,interest_rate,borrower_type,age,credit_score,employment_years,defaulted
33928.71455,68,0.269662347,Freelancer,51,469,8,0
21194.23214,36,0.257276515,Freelancer,48,455,1,0
19578.5647,37,0.27609318,Freelancer,53,330,7,0
28224.07677,71,0.278316648,Gig Worker,20,666,2,0
14147.74228,80,0.277127968,Small Merchant,34,527,19,0
16631.95173,48,0.289844569,Small Merchant,29,415,1,0
22476.50588,31,0.290365172,Gig Worker,29,758,3,0
29201.38294,76,0.278691434,Gig Worker,29,823,15,1
25511.79532,30,0.286935418,Gig Worker,56,600,7,0
23738.276,71,0.296534886,Freelancer,51,621,14,0
22546.82415,67,0.264024273,Freelancer,55,495,15,0
24801.65099,83,0.29866441,Gig Worker,44,715,17,0
23411.57034,42,0.267772687,Freelancer,34,724,9,0
14790.19408,71,0.308781607,Freelancer,28,482,18,0
22322.55455,73,0.283324876,Gig Worker,35,816,13,0
14484.17939,53,0.281282035,Gig Worker,38,618,18,0
22567.5778,61,0.25,Gig Worker,31,559,13,0
18635.46441,59,0.293157783,Small Merchant,54,670,2,0
39775.67136,35,0.281901142,Gig Worker,24,596,13,0
21720.73931,67,0.283482955,Small Merchant,57,653,1,0
12170.32304,62,0.27813842,Freelancer,25,354,1,0
21060.73853,73,0.292503913,Gig Worker,33,600,2,0
25635.51122,84,0.296509431,Freelancer,31,614,1,0
33713.54762,52,0.28968047,Freelancer,41,555,5,0
17873.8332,39,0.306341358,Small Merchant,23,480,3,1
10923.00418,86,0.265614039,Freelancer,37,680,0,0
27717.85908,75,0.26814301,Freelancer,50,607,2,0
12335.80906,44,0.288134074,Gig Worker,54,822,15,0
18946.91191,89,0.29323557,Freelancer,23,651,14,0
20196.6566,52,0.290333911,Gig Worker,28,422,10,0
21512.56583,85,0.254249417,Freelancer,34,778,18,0
26824.1512,65,0.255949759,Freelancer,40,767,3,0
17214.56002,86,0.276304266,Small Merchant,51,481,0,0
20083.89523,30,0.25,Gig Worker,28,689,1,0
21900.10753,37,0.285217942,Gig Worker,51,605,9,0
23047.1857,32,0.278503285,Gig Worker,35,555,2,0
22684.79022,43,0.26171076,Small Merchant,24,637,16,0
25052.04043,46,0.268965147,Small Merchant,50,803,11,0
27906.87657,63,0.282194546,Freelancer,44,512,1,0
24748.43881,76,0.250129525,Freelancer,20,596,12,0
25175.09866,35,0.267931999,Freelancer,22,519,3,0
10924.43783,34,0.274732206,Freelancer,40,839,14,0
22351.59389,75,0.274003976,Freelancer,47,722,16,0
25356.55284,80,0.27457878,Freelancer,22,498,10,0
27102.58836,70,0.307181083,Small Merchant,51,490,0,0
17153.54458,69,0.298971086,Gig Worker,51,428,1,0
17386.72508,58,0.267137284,Freelancer,49,460,9,0
17981.29527,64,0.259256106,Gig Worker,32,332,6,0
25754.8973,47,0.271732994,Small Merchant,53,310,10,1
29237.16738,69,0.304543204,Freelancer,23,806,18,0
19147.77925,77,0.25,Gig Worker,37,743,9,0
28355.7362,59,0.281671735,Freelancer,51,514,1,0
22864.35866,44,0.273838927,Gig Worker,33,792,13,0
21129.99956,82,0.30396738,Freelancer,51,489,6,0
20520.31039,44,0.299622957,Gig Worker,25,700,12,0
27226.27955,45,0.250637237,Gig Worker,36,544,1,0
24279.04472,86,0.303933051,Gig Worker,27,692,5,0
37930.77799,62,0.25,Gig Worker,54,382,0,0
16034.4275,39,0.29224554,Gig Worker,43,413,10,0
25626.71191,48,0.29404101,Freelancer,22,368,6,0
18295.59293,66,0.313703343,Gig Worker,36,633,4,0
15914.99109,79,0.284546897,Small Merchant,55,460,17,0
21923.93004,32,0.266711376,Small Merchant,59,406,19,0
22961.46736,65,0.259832737,Small Merchant,36,746,11,0
42427.21489,33,0.309204564,Freelancer,49,439,17,0
20710.97929,40,0.31394223,Freelancer,44,659,8,0
14088.74889,70,0.271030495,Gig Worker,41,449,1,1
23911.07502,62,0.280443799,Freelancer,56,398,17,0
10000,57,0.307266116,Freelancer,30,466,1,1
21356.30252,61,0.295381368,Gig Worker,31,762,1,0
22112.17698,86,0.276264424,Freelancer,40,383,13,0
27562.20268,45,0.264806818,Freelancer,34,601,6,0
28815.35575,38,0.263174125,Small Merchant,31,539,0,0
18475.01267,40,0.299067097,Freelancer,41,516,8,0
20945.7019,35,0.272659944,Freelancer,58,480,11,0
16637.15419,88,0.271867621,Freelancer,54,716,0,0
14103.56212,78,0.292238073,Small Merchant,35,491,0,1
24169.26346,56,0.281612036,Small Merchant,52,393,8,1
13084.90116,90,0.2877888,Freelancer,33,626,15,0
19097.6117,41,0.273519332,Freelancer,37,764,16,0
15033.78228,51,0.272687774,Small Merchant,35,733,0,1
25847.7823,69,0.2653112,Freelancer,59,629,4,0
34610.01069,77,0.294179365,Small Merchant,22,826,15,0
12888.88412,66,0.281701064,Gig Worker,45,418,4,0
10000,50,0.285863111,Freelancer,34,320,6,0
21125.7918,62,0.259605269,Small Merchant,55,320,19,0
22109.88457,46,0.293914148,Freelancer,46,615,16,0
23530.61515,85,0.286241591,Freelancer,36,520,5,0
18875.75639,58,0.294606075,Freelancer,33,364,2,0
20595.52491,82,0.286902786,Small Merchant,21,448,6,0
24572.57287,69,0.285720323,Freelancer,46,482,13,0
29283.01625,39,0.25,Freelancer,43,581,16,0
10000,47,0.302755061,Freelancer,59,630,13,0
19417.42393,76,0.253590845,Small Merchant,54,354,19,0
23496.66156,81,0.300741506,Freelancer,23,412,11,0
15574.16727,42,0.278543863,Freelancer,45,512,8,0
34118.18742,56,0.25,Gig Worker,55,345,5,0
17552.13084,39,0.278277349,Small Merchant,23,745,1,0
21710.95119,61,0.25,Small Merchant,53,369,5,0
25892.15468,70,0.30215965,Freelancer,32,481,8,0
17861.00648,74,0.269685251,Small Merchant,59,472,10,0
10000,32,0.259176304,Gig Worker,20,803,0,0
18999.41831,51,0.293216963,Freelancer,20,609,11,0
29206.08389,56,0.279152997,Small Merchant,28,508,4,0
19641.73411,84,0.290403342,Gig Worker,30,522,12,0
16074.95989,32,0.277722063,Gig Worker,35,642,14,0
28479.70547,62,0.303133064,Small Merchant,48,419,12,0
19684.57573,31,0.271969737,Gig Worker,55,847,1,0
18428.8743,40,0.25,Freelancer,34,333,8,1
23046.19263,75,0.258113922,Small Merchant,58,689,7,0
27395.25147,39,0.288703761,Freelancer,21,588,3,0
38671.99472,68,0.266844065,Gig Worker,29,834,14,0
27790.65275,84,0.30566772,Freelancer,30,399,4,0
30118.87976,89,0.256586414,Freelancer,49,327,9,0
18458.23661,62,0.300364409,Gig Worker,42,614,8,0
14818.92326,87,0.271339014,Gig Worker,41,539,3,0
22436.31945,36,0.306150678,Gig Worker,55,803,0,0
22750.18941,44,0.290112621,Small Merchant,48,718,10,0
14450.41081,55,0.283850099,Freelancer,51,704,10,0
20772.93829,40,0.293288005,Gig Worker,52,453,8,0
24795.22321,67,0.304533077,Small Merchant,58,649,4,0
24522.75377,56,0.278983928,Small Merchant,28,513,18,0
25530.01497,83,0.25,Gig Worker,20,348,2,0
24036.75311,68,0.304000911,Freelancer,37,658,7,0
18450.93939,36,0.274575105,Gig Worker,41,797,15,0
18402.69561,30,0.331197985,Gig Worker,56,646,16,0
13607.34021,39,0.267946166,Freelancer,33,641,3,0
34493.42527,50,0.272384083,Gig Worker,41,722,14,0
22094.15255,44,0.294888909,Freelancer,52,738,12,0
20426.02861,59,0.295231657,Small Merchant,25,543,8,0
15498.45543,59,0.288452474,Small Merchant,46,824,9,0
42549.60532,37,0.268801483,Freelancer,25,593,1,0
14486.70377,53,0.256796123,Freelancer,35,499,5,0
18998.06452,48,0.266458292,Small Merchant,21,617,19,0
24910.85785,32,0.25,Small Merchant,56,499,4,0
26201.49076,84,0.321268911,Small Merchant,48,592,16,0
28705.52439,44,0.259507531,Freelancer,42,579,3,0
34653.25955,65,0.274118917,Freelancer,40,391,7,0
25543.10359,35,0.293848992,Small Merchant,32,363,0,0
14607.7844,86,0.280104428,Freelancer,20,443,3,0
20201.38412,71,0.26817328,Small Merchant,48,534,17,0
24154.82661,79,0.27702821,Freelancer,26,723,12,0
36477.58229,77,0.267828211,Small Merchant,50,613,17,0
12215.36165,47,0.274910863,Freelancer,41,422,2,0
30418.03554,67,0.287810931,Gig Worker,35,352,17,0
23259.40059,48,0.259266254,Gig Worker,47,326,9,0
27864.81375,78,0.301608814,Small Merchant,58,673,18,0
21286.03698,79,0.281453735,Freelancer,44,335,1,0
16102.97159,59,0.268330241,Freelancer,33,440,13,0
27256.10946,42,0.273687323,Freelancer,40,487,18,0
26581.01719,68,0.303349008,Small Merchant,38,753,4,0
28804.39876,81,0.296368176,Gig Worker,32,478,15,0
21906.86755,41,0.284799432,Gig Worker,21,313,9,0
17801.24584,63,0.267990604,Freelancer,55,558,4,0
11088.49103,88,0.291364874,Gig Worker,33,333,13,0
27735.61288,41,0.28028319,Freelancer,53,531,6,0
24967.22638,73,0.314913381,Freelancer,37,492,9,0
15239.52157,53,0.279249101,Small Merchant,43,809,10,0
18229.98429,33,0.313676355,Freelancer,49,487,18,0
18732.68832,65,0.283896619,Gig Worker,38,796,10,0
11619.10898,79,0.259263098,Small Merchant,55,627,2,0
16276.22322,77,0.345934351,Small Merchant,40,404,6,0
14063.1875,43,0.25106083,Small Merchant,38,590,13,0
19112.64692,46,0.25,Freelancer,45,541,5,0
16829.11751,78,0.25,Gig Worker,54,396,19,0
10610.96555,32,0.334793643,Freelancer,59,791,12,0
36158.13161,67,0.322479809,Freelancer,23,414,13,0
30767.78512,52,0.282880234,Gig Worker,40,609,19,0
16546.86405,42,0.28868284,Small Merchant,22,409,14,0
23906.94978,38,0.28501843,Freelancer,24,491,17,0
24922.25563,50,0.25,Freelancer,48,411,10,0
30337.60098,70,0.309176551,Gig Worker,38,602,9,0
16269.76481,37,0.306557199,Freelancer,36,655,10,0
29644.74749,46,0.255378139,Gig Worker,53,401,18,0
18164.66287,45,0.286513662,Freelancer,39,614,14,0
12648.96317,45,0.278531715,Freelancer,47,493,2,0
27068.95592,88,0.27577682,Gig Worker,28,373,2,0
31035.30897,57,0.266418053,Small Merchant,22,706,0,0
40115.36281,80,0.277753538,Gig Worker,29,591,14,0
13601.92314,85,0.269463083,Small Merchant,40,483,12,1
26892.4378,45,0.301284826,Freelancer,23,657,14,0
19131.39129,86,0.279447174,Small Merchant,41,398,17,0
27483.51097,75,0.266149101,Freelancer,26,824,17,0
11706.57314,81,0.279495739,Small Merchant,31,765,8,0
13160.61157,75,0.277174022,Gig Worker,30,503,17,0
16568.87624,43,0.2763323,Freelancer,41,704,10,0
22552.74832,75,0.293541775,Freelancer,48,439,17,0
17512.43113,73,0.274467182,Gig Worker,46,617,5,0
26613.38041,67,0.268578414,Freelancer,39,675,16,0
29188.26233,49,0.252797686,Small Merchant,33,519,16,0
26197.04279,74,0.279828102,Freelancer,26,648,8,0
33331.51348,77,0.304907066,Freelancer,34,722,19,0
24910.78641,70,0.27752381,Freelancer,47,532,2,0
13481.72303,63,0.269964019,Freelancer,29,599,11,0
31543.63559,83,0.264855283,Gig Worker,22,431,2,0
17763.90635,88,0.25,Gig Worker,31,725,3,1
28372.9295,58,0.303529044,Small Merchant,32,533,9,0
33016.13952,32,0.289694035,Freelancer,58,389,4,0
25196.81608,39,0.295392606,Small Merchant,53,803,19,0
11526.88831,49,0.285021391,Freelancer,20,716,2,0
15572.51483,31,0.263892848,Small Merchant,57,751,6,0
31259.21127,56,0.273663136,Freelancer,44,769,1,0
20816.1412,61,0.26998921,Small Merchant,38,347,5,1
22557.01474,85,0.271662797,Gig Worker,44,522,18,0
27311.77091,39,0.271785422,Freelancer,25,765,9,0
26874.26003,69,0.302095527,Freelancer,23,359,7,0
23951.59869,46,0.3204343,Gig Worker,45,579,15,0
20539.3214,87,0.262554518,Freelancer,45,316,1,0
19811.32088,83,0.276615805,Gig Worker,45,620,15,0
28005.29178,62,0.284335641,Gig Worker,33,376,13,0
25874.98672,35,0.260390942,Small Merchant,51,770,12,0
20198.9,68,0.281056244,Small Merchant,47,842,8,0
29574.78619,76,0.287032751,Freelancer,21,400,8,0
21096.76119,47,0.278439774,Freelancer,40,839,7,0
16038.36478,38,0.292540573,Freelancer,33,843,6,0
16687.20511,37,0.280006574,Small Merchant,56,562,15,0
15148.81415,54,0.25,Small Merchant,21,505,5,0
20093.12988,60,0.260789929,Small Merchant,24,779,10,0
30636.06995,71,0.308648145,Small Merchant,57,372,18,0
16364.33373,90,0.290405641,Small Merchant,21,737,7,0
23319.33033,33,0.25,Small Merchant,20,841,18,0
17403.17458,49,0.25,Freelancer,41,713,14,0
20177.83671,57,0.294436405,Small Merchant,44,512,10,0
11429.71152,69,0.268476909,Small Merchant,49,366,8,0
20456.2324,30,0.25,Freelancer,28,721,15,0
20644.06234,69,0.301187811,Freelancer,56,768,12,0
25782.01561,84,0.294477417,Freelancer,29,670,9,0
23562.96639,73,0.263413751,Small Merchant,34,663,9,0
13611.25513,52,0.304900513,Gig Worker,22,699,19,0
29589.38771,86,0.264171787,Freelancer,27,559,8,0
23472.12128,76,0.267541904,Small Merchant,44,344,1,0
23388.75462,42,0.270286092,Freelancer,55,586,0,0
21935.72353,45,0.25,Small Merchant,40,839,7,0
18375.69787,55,0.288254155,Small Merchant,53,628,15,0
23524.61638,84,0.290402102,Small Merchant,46,614,10,0
25329.11905,60,0.270829447,Freelancer,28,718,8,0
10000,79,0.294125067,Small Merchant,29,604,18,0
18228.67414,30,0.25,Freelancer,46,528,17,0
20215.37121,46,0.293721609,Gig Worker,44,485,6,0
23793.19424,45,0.286507963,Gig Worker,32,417,9,0
30353.17704,84,0.266186243,Gig Worker,23,425,5,1
16597.8143,66,0.288282309,Small Merchant,35,431,3,0
18514.26707,81,0.262368252,Gig Worker,31,460,0,0
18412.26123,82,0.302102218,Small Merchant,44,645,3,0
16389.30687,39,0.290541034,Freelancer,35,383,2,0
19569.69453,87,0.287272854,Freelancer,58,341,2,1
27395.61554,67,0.270752557,Gig Worker,21,734,13,0
14623.15153,73,0.295503637,Freelancer,28,465,4,0
24994.70077,60,0.304074211,Small Merchant,32,726,0,0
10086.68439,39,0.312137854,Small Merchant,33,347,10,0
18070.63402,83,0.269094259,Gig Worker,31,341,5,0
19693.5749,78,0.296370741,Small Merchant,54,484,1,0
33724.01771,63,0.30790881,Gig Worker,41,531,12,0
20076.38387,80,0.275139119,Freelancer,40,700,0,0
10000,81,0.308108574,Gig Worker,22,436,7,1
10000,35,0.283177293,Gig Worker,41,819,9,0
22238.2071,57,0.259626924,Small Merchant,28,532,14,0
26296.39599,57,0.265800695,Freelancer,59,667,2,0
24628.191,88,0.251131711,Gig Worker,22,692,5,0
23172.99074,42,0.279221898,Freelancer,50,801,1,0
30135.81718,70,0.276796329,Freelancer,56,666,19,0
18222.86145,41,0.283767806,Gig Worker,25,410,2,0
28264.37389,79,0.307234042,Freelancer,33,560,8,0
10575.8958,69,0.279671334,Small Merchant,38,363,19,0
15665.36517,86,0.274657414,Gig Worker,37,799,4,0
10000,79,0.276009896,Freelancer,26,359,5,0
20076.0829,86,0.25,Gig Worker,55,388,9,0
21676.17148,84,0.293669306,Freelancer,48,655,8,0
22798.71045,86,0.276984151,Small Merchant,22,668,0,0
22433.18347,83,0.281606635,Freelancer,32,791,15,0
15507.12668,31,0.275984701,Freelancer,55,704,5,0
20668.31409,37,0.282547702,Gig Worker,44,317,15,0
11517.87332,71,0.253764829,Small Merchant,47,667,19,0
31542.60283,38,0.279978389,Small Merchant,57,556,19,0
19874.61749,89,0.267919354,Freelancer,30,520,2,0
18577.79717,85,0.280698583,Freelancer,28,572,13,0
33122.5823,79,0.259700752,Gig Worker,41,676,7,0
13304.27427,37,0.289571291,Small Merchant,40,546,19,0
14120.8902,80,0.280428106,Freelancer,38,689,13,0
14326.45773,32,0.254090415,Gig Worker,52,546,14,0
21524.90033,38,0.298926711,Freelancer,23,472,9,0
25021.42141,42,0.269713175,Freelancer,52,627,16,0
27177.72828,38,0.272827601,Gig Worker,35,422,7,0
40003.96722,60,0.295964339,Freelancer,20,766,18,0
10000,54,0.301467602,Freelancer,34,530,3,0
26261.14912,81,0.270682443,Freelancer,41,611,9,0
18100.08599,73,0.282229696,Gig Worker,51,775,3,0
17895.09396,84,0.293639377,Freelancer,56,489,19,0
17661.5951,74,0.305265228,Gig Worker,42,800,3,0
15638.6123,37,0.281773546,Small Merchant,52,586,9,0
33791.67384,76,0.289434728,Freelancer,59,620,2,0
27896.08129,60,0.261721133,Gig Worker,41,360,17,0
22162.37185,90,0.25,Small Merchant,59,437,13,0
31457.11027,74,0.291097959,Freelancer,31,425,19,0
11412.29724,82,0.263861474,Freelancer,37,491,13,1
12685.06408,74,0.261512857,Freelancer,51,513,19,0
10000,60,0.292828395,Gig Worker,22,492,13,0
17104.09822,46,0.277051022,Gig Worker,55,322,6,0
23131.88969,76,0.284551406,Freelancer,20,682,8,0
22720.01005,86,0.254335149,Small Merchant,44,455,1,0
23045.39338,83,0.261778578,Small Merchant,39,392,19,0
12122.60218,48,0.31261238,Freelancer,36,429,2,0
27622.0832,32,0.266839883,Small Merchant,41,726,11,0
23677.39263,75,0.27593415,Freelancer,52,524,18,0
27131.37997,59,0.28474726,Gig Worker,45,311,15,1
10000,39,0.258600783,Freelancer,46,647,6,0
24180.43601,78,0.307055997,Gig Worker,53,373,11,0
13685.64332,58,0.280150059,Freelancer,42,410,9,0
19218.73723,69,0.275271707,Gig Worker,35,781,2,0
25740.55429,47,0.301362266,Freelancer,33,496,7,0
22637.65524,41,0.298235999,Small Merchant,33,490,6,0
16039.22014,78,0.319339818,Freelancer,45,363,8,0
22043.91209,52,0.271259354,Freelancer,46,793,18,0
11279.25279,40,0.32386555,Freelancer,59,364,4,0
30051.87177,38,0.292922805,Freelancer,23,559,8,0
20563.01186,83,0.313808069,Small Merchant,28,468,15,0
29829.84961,85,0.299716078,Small Merchant,46,476,19,0
18314.27819,53,0.267160381,Small Merchant,58,444,8,0
18334.96808,54,0.263325817,Small Merchant,34,354,11,0
16650.69249,84,0.25,Freelancer,44,838,19,0
28133.21752,54,0.25,Freelancer,37,435,14,0
17033.9819,76,0.267754685,Gig Worker,49,671,17,0
26512.16803,38,0.3053401,Small Merchant,56,322,8,0
19322.83322,41,0.270037457,Gig Worker,35,837,2,0
10000,40,0.266471442,Freelancer,31,461,10,0
18007.80153,78,0.293992726,Freelancer,36,459,5,0
13746.2425,67,0.262769337,Freelancer,44,817,8,0
22237.31907,57,0.316811302,Freelancer,34,676,2,0
13667.14585,37,0.27476665,Small Merchant,44,614,8,0
28481.82571,39,0.298613773,Freelancer,40,516,2,0
21362.46898,54,0.275998652,Small Merchant,38,563,18,0
20756.82804,76,0.280491543,Small Merchant,43,639,3,0
26591.24496,65,0.302541717,Small Merchant,26,761,12,0
28747.34854,90,0.284587009,Small Merchant,31,460,16,0
21859.30874,79,0.309875887,Freelancer,58,613,1,0
16601.5979,72,0.264334324,Small Merchant,30,430,15,0
10000,38,0.25401941,Freelancer,52,378,0,0
17197.6517,70,0.25,Small Merchant,44,766,2,0
17679.51427,89,0.305099315,Freelancer,58,364,15,0
22749.40217,37,0.298031769,Gig Worker,53,718,5,0
19583.97183,32,0.274687241,Freelancer,30,351,7,0
26815.5308,82,0.285975106,Freelancer,35,325,4,1
17709.1171,47,0.301388866,Small Merchant,51,326,7,0
21600.71183,75,0.276195358,Small Merchant,34,579,0,0
30287.9121,64,0.25,Gig Worker,59,803,18,0
24392.7765,46,0.25,Gig Worker,34,636,1,0
21579.73721,65,0.258106669,Small Merchant,26,438,5,0
17786.38891,82,0.28204409,Freelancer,56,691,5,0
17567.38022,57,0.261167504,Small Merchant,59,533,19,0
16045.70723,79,0.300669746,Gig Worker,21,731,19,0
18212.95194,44,0.25452802,Gig Worker,25,587,8,0
27289.66087,48,0.266130739,Small Merchant,55,328,0,0
20446.7821,89,0.25,Gig Worker,58,405,1,0
12551.58851,51,0.271096166,Gig Worker,57,803,19,0
34377.18505,35,0.280142427,Small Merchant,47,476,18,0
24239.75634,76,0.301555172,Small Merchant,41,683,15,0
12151.3962,36,0.282399688,Small Merchant,56,597,8,0
18907.05751,73,0.294818007,Gig Worker,24,565,4,0
22776.20468,77,0.300102264,Freelancer,37,453,19,0
33932.14465,38,0.287845495,Freelancer,30,375,10,0
14243.21279,49,0.262067766,Freelancer,27,470,19,0
28832.28504,66,0.288092081,Small Merchant,39,399,13,0
31796.40499,40,0.309756087,Freelancer,30,573,12,0
17599.41986,31,0.273701177,Gig Worker,46,597,2,0
20057.40467,51,0.291093019,Small Merchant,48,511,1,0
14745.83527,77,0.290576677,Small Merchant,44,301,15,0
20575.77201,65,0.272620467,Freelancer,38,588,10,0
21743.87018,34,0.298746581,Freelancer,21,508,2,0
26617.54999,36,0.272306168,Small Merchant,58,745,14,0
29631.2843,35,0.289061031,Gig Worker,21,490,2,0
16763.32755,85,0.275212521,Small Merchant,26,321,18,0
10000,51,0.280872559,Small Merchant,50,572,3,0
21851.28655,39,0.298671467,Gig Worker,52,430,4,0
24054.76271,75,0.25,Freelancer,30,588,8,0
23745.92381,69,0.292339936,Gig Worker,59,491,6,0
19713.28727,90,0.294143366,Gig Worker,59,565,12,1
22873.2647,75,0.268501983,Freelancer,32,542,17,0
32608.11366,75,0.279372894,Small Merchant,29,511,14,0
24672.13918,49,0.260475882,Small Merchant,57,307,11,0
19386.42102,57,0.264019698,Freelancer,39,739,9,0
18498.61528,52,0.285419132,Small Merchant,40,377,16,0
20811.0335,64,0.332502788,Gig Worker,33,803,5,1
33457.17973,30,0.293279284,Small Merchant,43,513,10,0
20716.89503,58,0.263033712,Freelancer,59,478,2,1
21861.43959,38,0.295515902,Freelancer,26,328,5,0
18623.805,38,0.291617771,Freelancer,24,361,19,0
29692.8835,51,0.25,Freelancer,25,434,11,0
35718.86078,31,0.27368238,Freelancer,59,727,2,0
25154.29135,45,0.277149055,Small Merchant,54,433,1,0
22579.41033,69,0.282361622,Gig Worker,28,782,2,0
22257.47983,87,0.279369699,Small Merchant,20,367,12,0
10000,35,0.282955339,Gig Worker,58,761,19,0
27216.05605,84,0.2612971,Freelancer,39,753,8,0
22939.16491,42,0.2734974,Gig Worker,25,316,16,0
24998.39435,62,0.274684253,Small Merchant,51,451,13,0
17019.76464,48,0.303199244,Gig Worker,32,760,19,0
19308.80185,44,0.266050016,Freelancer,58,547,7,1
19122.82544,62,0.275110275,Small Merchant,59,695,3,0
29151.36089,39,0.272879972,Freelancer,40,456,0,0
19348.68114,30,0.311747513,Gig Worker,56,617,9,0
36578.62225,89,0.293303313,Gig Worker,31,397,12,0
25016.03693,41,0.261326046,Freelancer,25,377,1,1
13070.22138,72,0.287948933,Freelancer,34,838,4,0
21100.17595,58,0.259767583,Small Merchant,40,595,5,0
17438.27414,46,0.285211464,Small Merchant,40,730,0,0
10000,33,0.307320597,Gig Worker,47,699,4,0
33196.29658,58,0.25,Freelancer,55,312,14,0
26921.9978,84,0.259835726,Freelancer,36,737,7,0
25732.45123,36,0.28311686,Freelancer,26,698,17,0
23157.82562,73,0.272079881,Gig Worker,42,699,17,0
12325.87702,42,0.284278846,Freelancer,41,343,3,0
18614.68002,34,0.278333371,Freelancer,29,671,19,0
27892.46542,89,0.25,Gig Worker,37,673,19,0
14641.45979,35,0.29243962,Small Merchant,21,784,6,0
10000,63,0.253303428,Small Merchant,31,716,7,0
20410.25795,82,0.284110381,Gig Worker,58,383,19,0
21007.69712,36,0.270909966,Small Merchant,41,782,12,0
22948.94391,75,0.328021407,Freelancer,41,595,3,0
27099.6305,86,0.277582263,Gig Worker,41,405,17,0
26463.24069,83,0.287019992,Small Merchant,25,508,12,0
23811.38864,57,0.291079379,Small Merchant,56,469,13,0
30368.71972,75,0.286752431,Gig Worker,39,809,8,0
11367.21153,39,0.279466377,Gig Worker,25,649,11,0
25532.0727,33,0.2601885,Small Merchant,28,765,8,0
26385.76854,32,0.277763814,Gig Worker,48,380,0,1
13323.064,54,0.25,Gig Worker,56,748,8,0
11479.90574,52,0.28975116,Small Merchant,24,400,6,1
16778.40511,56,0.338409808,Freelancer,32,668,0,0
17369.2099,43,0.283533811,Gig Worker,46,829,1,0
27273.93624,90,0.28679016,Small Merchant,42,564,17,0
17698.22851,67,0.25,Freelancer,56,501,7,0
16005.56037,61,0.263680805,Freelancer,53,417,0,0
17718.56384,52,0.297896734,Gig Worker,44,422,2,0
29830.42634,76,0.251054413,Freelancer,56,324,0,0
22091.30362,69,0.265440377,Gig Worker,42,668,19,1
20745.24282,66,0.291357407,Freelancer,47,684,2,0
21229.96151,32,0.296182287,Gig Worker,45,573,7,0
31044.42234,64,0.277818716,Gig Worker,31,346,11,0
16755.79791,42,0.282453961,Gig Worker,58,634,6,0
31208.55804,63,0.282407395,Freelancer,22,716,19,0
23473.47409,53,0.25533261,Freelancer,28,833,0,0
20877.06433,30,0.27853332,Freelancer,34,643,2,0
39506.30349,41,0.284837876,Gig Worker,27,620,11,0
14610.52357,37,0.278231899,Freelancer,47,438,7,0
19524.19968,48,0.25,Small Merchant,45,406,8,1
13372.98133,38,0.310712921,Small Merchant,35,645,14,0
28667.23379,57,0.258132546,Freelancer,53,746,10,0
33824.32254,43,0.281442565,Freelancer,39,761,5,0
33689.45947,89,0.286435814,Freelancer,20,515,4,0
30567.64127,56,0.270903569,Gig Worker,43,681,4,0
20616.65673,47,0.284890176,Freelancer,48,348,15,0
19443.31316,71,0.264494611,Freelancer,23,356,14,0
10301.81159,70,0.322941969,Freelancer,23,825,10,0
36251.11475,35,0.274789845,Small Merchant,57,638,19,0
25282.84655,62,0.297980192,Gig Worker,22,307,16,0
18556.30167,66,0.25814743,Small Merchant,59,322,18,0
31296.39822,71,0.294425558,Freelancer,21,343,16,0
15190.64838,54,0.265655873,Freelancer,48,736,14,0
24846.35424,42,0.252137078,Freelancer,47,368,12,0
20791.59606,83,0.258698332,Small Merchant,31,812,17,0
26470.73998,52,0.263041794,Freelancer,34,576,15,0
21554.98523,65,0.282229064,Gig Worker,50,791,19,0
11843.50476,62,0.337515798,Freelancer,56,382,0,0
22529.03461,50,0.334713514,Small Merchant,51,611,19,0
29342.04899,63,0.273562957,Freelancer,41,401,12,0
21795.48516,85,0.299188392,Gig Worker,22,525,3,0
27425.80585,65,0.254924459,Small Merchant,36,685,11,0
14681.2936,46,0.25,Gig Worker,48,767,14,0
21816.17445,39,0.280611706,Gig Worker,31,440,19,0
17628.42681,52,0.290925794,Gig Worker,33,825,11,0
27228.86588,73,0.295665124,Small Merchant,27,631,18,0
22220.44094,88,0.301593964,Freelancer,21,568,18,0
26830.51573,31,0.273391091,Freelancer,53,643,14,0
29613.97298,64,0.281440829,Small Merchant,43,393,4,0
26841.33003,43,0.296424775,Gig Worker,39,369,10,0
23911.82904,86,0.303869369,Small Merchant,29,425,17,0
15012.51419,76,0.261857327,Gig Worker,59,682,9,1
21980.49723,74,0.284213548,Gig Worker,26,487,12,0
18268.36719,70,0.292991058,Freelancer,20,805,18,0
19591.5523,31,0.282951052,Small Merchant,29,611,19,0
19378.26094,48,0.267559131,Gig Worker,24,434,14,1
15140.52098,45,0.280061854,Gig Worker,59,448,17,0
10000,72,0.290594598,Freelancer,40,401,7,0
17322.99866,73,0.264786963,Small Merchant,28,657,2,0
23353.65616,54,0.256055223,Freelancer,48,441,10,0
12562.76068,30,0.321190856,Freelancer,50,470,4,0
22109.77566,31,0.283750595,Small Merchant,46,664,11,0
35301.87897,77,0.298767006,Small Merchant,25,311,0,0
29161.39589,56,0.284189925,Gig Worker,50,354,5,0
33504.79056,31,0.301006348,Small Merchant,55,801,5,0
24737.89514,87,0.281583569,Freelancer,21,624,11,0
30172.56876,59,0.291742269,Freelancer,40,796,14,0
